Client,Industry,Platform,Content_Type,Topic,Posting_Day,Posting_Time,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_474,Technology,YouTube Shorts,Reel,Promotion,Friday,8,12278,383,22,42,32,263,31,4487,20315,9.83
Client_475,Beauty,YouTube Shorts,Static,Promotion,Sunday,12,8341,260,6,13,38,220,12,1689,12960,4.21
Client_476,Education,YouTube Shorts,Static,Behind the Scenes,Monday,12,17224,1170,31,195,141,277,24,660,30802,23.95
Client_477,Fitness,Instagram,Reel,Customer Story,Friday,21,22295,684,39,97,101,584,69,2882,23796,22.96
Client_478,Education,Facebook,Static,Tips & Tricks,Saturday,17,5439,192,4,23,19,63,6,4377,6267,2.44
Client_479,Fitness,YouTube Shorts,Carousel,Promotion,Saturday,14,15437,1472,70,157,141,303,33,4337,15075,28.57
Client_480,Beauty,YouTube Shorts,Carousel,Promotion,Sunday,18,21477,2190,154,286,155,509,56,1557,25546,47.46
Client_481,Food,YouTube Shorts,Carousel,Product Education,Sunday,14,13691,668,15,34,91,190,9,4624,3059,9.71
Client_482,Technology,Facebook,Reel,Tips & Tricks,Tuesday,9,8338,443,17,42,19,224,13,1738,18821,6.84
Client_483,Fitness,YouTube Shorts,Reel,Product Education,Thursday,20,12042,1417,94,183,190,90,8,4655,4224,28.18
Client_484,Beauty,Instagram,Reel,Customer Story,Tuesday,19,18215,1795,89,292,102,256,32,1507,37429,35.57
Client_485,Education,Facebook,Reel,Behind the Scenes,Sunday,20,10740,810,20,79,99,150,16,1741,20674,13.98
Client_486,Education,Instagram,Reel,Promotion,Thursday,22,23015,2662,135,369,382,369,45,4738,15139,58.06
Client_487,Technology,Facebook,Carousel,Behind the Scenes,Thursday,8,15438,1380,80,230,63,320,36,4758,23306,29.14
Client_488,Education,YouTube Shorts,Static,Tips & Tricks,Sunday,12,13821,424,15,50,59,311,25,2180,33409,9.92
Client_489,Fitness,YouTube Shorts,Static,Promotion,Saturday,13,9971,1089,27,130,90,229,31,4763,27218,20.32
Client_490,Food,Instagram,Static,Tips & Tricks,Wednesday,16,12931,574,12,88,60,142,17,3963,13943,11.02
Client_491,Beauty,Instagram,Carousel,Customer Story,Saturday,16,16615,1629,124,176,167,85,6,2434,11208,30.3
Client_492,Fitness,YouTube Shorts,Static,Tips & Tricks,Sunday,17,12643,703,47,100,80,289,26,2528,11967,16.48
Client_493,Fitness,YouTube Shorts,Reel,Customer Story,Thursday,9,24936,2607,64,151,359,421,35,3525,37316,43.46
Client_494,Education,YouTube Shorts,Static,Tips & Tricks,Sunday,14,17876,1560,124,217,225,416,33,1834,17244,37.13
Client_495,Food,Facebook,Static,Promotion,Tuesday,19,13714,557,18,62,68,392,29,1472,28461,12.4
Client_496,Fashion,Instagram,Carousel,Tips & Tricks,Wednesday,8,22130,1403,111,125,131,548,25,3955,9974,27.83
Client_497,Technology,Instagram,Reel,Promotion,Monday,9,28676,3106,139,386,317,788,97,4393,112049,68.19
Client_498,Food,Instagram,Static,Promotion,Sunday,15,15772,934,63,127,79,170,13,4931,7477,18.11
Client_499,Beauty,Facebook,Static,Product Education,Sunday,10,9896,1005,62,123,53,187,9,4938,7993,17.03
Client_500,Fitness,YouTube Shorts,Reel,Promotion,Friday,22,34461,3937,121,206,498,383,43,4139,18818,64.24
Client_501,Fitness,Facebook,Carousel,Tips & Tricks,Monday,15,8569,396,8,46,32,62,9,4938,6135,5.88
Client_502,Food,Instagram,Carousel,Product Education,Tuesday,12,18345,647,50,47,76,228,9,1667,8703,11.64
Client_503,Technology,Facebook,Reel,Product Education,Tuesday,11,15751,1171,76,117,61,102,8,3834,6502,18.99
Client_504,Fashion,Facebook,Static,Behind the Scenes,Monday,12,10082,394,25,53,21,193,16,4599,8494,7.86
Client_505,Technology,YouTube Shorts,Reel,Behind the Scenes,Friday,14,9211,277,13,43,19,269,8,4450,9129,4.63
Client_506,Technology,YouTube Shorts,Carousel,Customer Story,Sunday,18,22722,1256,37,150,59,164,18,1644,22414,19.94
Client_507,Technology,Facebook,Reel,Tips & Tricks,Friday,20,21852,2514,146,445,296,258,28,3134,18497,55.08
Client_508,Education,YouTube Shorts,Carousel,Product Education,Saturday,10,21614,656,13,47,66,484,42,3717,34306,14.24
Client_509,Beauty,YouTube Shorts,Reel,Tips & Tricks,Monday,22,12555,775,53,122,61,118,14,569,9068,15.75
Client_510,Technology,Instagram,Carousel,Product Education,Tuesday,19,5648,515,32,38,66,116,14,2311,10891,9.72
Client_511,Technology,Instagram,Carousel,Promotion,Saturday,19,24858,1184,82,120,160,477,42,2087,43484,27.76
Client_512,Beauty,YouTube Shorts,Static,Tips & Tricks,Tuesday,9,6504,269,20,43,36,151,9,689,12996,5.66
Client_513,Fitness,Facebook,Static,Tips & Tricks,Thursday,8,10800,1240,28,213,108,322,20,4745,18599,23.32
Client_514,Technology,YouTube Shorts,Reel,Behind the Scenes,Monday,12,25885,1513,65,141,206,652,97,2348,96203,39.76
Client_515,Fashion,Instagram,Reel,Behind the Scenes,Wednesday,12,8823,341,16,52,35,182,12,2551,6919,6.71
Client_516,Education,Instagram,Carousel,Product Education,Sunday,13,22028,2531,168,330,313,454,45,1200,14313,55.55
Client_517,Education,Facebook,Static,Product Education,Sunday,10,12916,451,25,47,23,82,2,3624,2107,6.0
Client_518,Fitness,Facebook,Reel,Tips & Tricks,Sunday,18,13035,935,42,122,47,277,30,712,25657,18.31
Client_519,Technology,YouTube Shorts,Reel,Product Education,Monday,8,10266,855,60,143,46,181,13,4443,16538,16.9
Client_520,Food,Instagram,Reel,Product Education,Monday,10,19015,1448,85,139,150,352,16,4346,13998,26.32
Client_521,Technology,Facebook,Carousel,Product Education,Friday,17,3939,297,20,48,25,38,2,2148,2668,4.64
Client_522,Technology,Instagram,Static,Promotion,Saturday,19,16252,971,53,170,104,251,12,4221,14109,19.92
Client_523,Education,Instagram,Reel,Behind the Scenes,Saturday,11,25358,1306,83,227,99,595,32,2009,35095,29.14
Client_524,Technology,Instagram,Reel,Customer Story,Monday,16,10967,763,44,128,60,322,17,2827,9069,15.76
Client_525,Technology,YouTube Shorts,Reel,Customer Story,Sunday,16,15527,495,34,83,20,340,25,1409,16622,11.56
Client_526,Technology,Facebook,Reel,Customer Story,Sunday,13,14541,1590,115,93,88,408,51,2070,43643,30.99
Client_527,Beauty,Facebook,Carousel,Tips & Tricks,Thursday,18,3756,311,22,27,17,41,4,2794,5607,4.18
Client_528,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Saturday,9,27741,2367,71,237,324,659,49,4750,36991,46.2
Client_529,Technology,YouTube Shorts,Carousel,Tips & Tricks,Saturday,15,14792,1217,70,185,135,150,20,4203,24580,25.48
Client_530,Education,Instagram,Carousel,Promotion,Thursday,17,10151,537,13,79,38,182,10,837,11456,8.74
Client_531,Fitness,Facebook,Carousel,Promotion,Thursday,14,9021,528,22,38,34,190,13,1175,11273,8.09
Client_532,Fitness,YouTube Shorts,Static,Product Education,Sunday,12,7908,288,6,21,17,104,6,2748,7618,3.15
Client_533,Food,YouTube Shorts,Static,Tips & Tricks,Wednesday,8,13886,1395,61,143,144,296,25,4699,26947,25.83
Client_534,Education,Instagram,Reel,Behind the Scenes,Thursday,11,27377,2688,170,295,341,351,18,3921,11945,52.34
Client_535,Education,YouTube Shorts,Reel,Customer Story,Tuesday,17,7896,592,35,56,38,123,14,4904,10455,10.26
Client_536,Fitness,Instagram,Static,Product Education,Tuesday,10,12656,1289,96,160,106,183,26,1021,23887,26.71
Client_537,Food,Facebook,Reel,Customer Story,Friday,15,5658,222,11,12,25,97,5,1069,9076,2.73
Client_538,Technology,Instagram,Reel,Customer Story,Saturday,16,9116,575,11,53,80,134,19,1557,18608,10.64
Client_539,Education,YouTube Shorts,Reel,Promotion,Sunday,11,15923,921,63,125,52,308,20,2162,19039,18.18
Client_540,Technology,Instagram,Reel,Behind the Scenes,Thursday,9,22602,1747,130,287,158,438,51,2858,50199,42.08
Client_541,Technology,YouTube Shorts,Static,Customer Story,Thursday,17,11330,523,29,55,43,243,27,1282,17961,11.49
Client_542,Food,Instagram,Carousel,Tips & Tricks,Wednesday,18,7187,682,22,77,101,135,20,1126,21321,13.74
Client_543,Fitness,Facebook,Carousel,Promotion,Tuesday,12,11291,808,19,113,98,164,19,2092,12773,15.54
Client_544,Fashion,Facebook,Reel,Behind the Scenes,Wednesday,18,13677,494,26,40,71,116,14,1821,6083,9.43
Client_545,Fitness,Instagram,Reel,Customer Story,Monday,16,22258,2012,41,172,178,210,24,4860,14925,31.18
Client_546,Beauty,Instagram,Static,Tips & Tricks,Saturday,18,6694,386,8,19,48,161,22,3569,27914,7.32
Client_547,Food,Instagram,Reel,Promotion,Monday,8,20057,1829,43,319,92,519,56,1868,19925,37.4
Client_548,Fitness,Instagram,Carousel,Customer Story,Friday,18,11211,1279,55,135,83,85,5,622,5895,19.4
Client_549,Fashion,Facebook,Reel,Promotion,Tuesday,9,17060,1078,25,84,78,340,50,1334,53342,21.02
Client_550,Fitness,Instagram,Carousel,Product Education,Friday,13,17732,744,22,110,86,522,57,1053,33945,20.57
Client_551,Fitness,YouTube Shorts,Carousel,Promotion,Friday,18,25250,2358,49,124,291,204,11,4010,13270,34.01
Client_552,Fitness,Instagram,Reel,Behind the Scenes,Wednesday,15,18398,1174,68,95,140,546,45,3192,19693,25.82
Client_553,Technology,YouTube Shorts,Reel,Tips & Tricks,Sunday,14,8470,428,27,40,26,53,7,2534,9312,6.55
Client_554,Fitness,Facebook,Static,Customer Story,Tuesday,15,3246,117,3,15,6,32,1,4996,2775,0.38
Client_555,Food,YouTube Shorts,Reel,Promotion,Saturday,15,37058,1770,80,227,129,719,105,2149,59381,44.51
Client_556,Fashion,Facebook,Carousel,Promotion,Tuesday,15,9925,842,38,59,122,169,20,4001,23161,15.9
Client_557,Technology,YouTube Shorts,Static,Behind the Scenes,Friday,19,14772,1059,50,104,112,100,4,4344,3067,17.09
Client_558,Food,Instagram,Reel,Tips & Tricks,Saturday,19,21578,2445,186,430,198,371,39,1083,26370,55.1
Client_559,Fashion,Facebook,Static,Behind the Scenes,Tuesday,20,5745,352,22,46,28,37,2,3973,4027,5.19
Client_560,Food,Facebook,Reel,Customer Story,Saturday,19,18033,1588,56,173,182,204,20,1822,6196,28.44
Client_561,Fashion,YouTube Shorts,Static,Promotion,Thursday,19,6905,529,16,55,69,78,5,4867,7755,8.19
Client_562,Fitness,Facebook,Static,Promotion,Sunday,22,3832,312,21,48,21,39,4,3023,2403,5.0
Client_563,Education,Instagram,Reel,Product Education,Sunday,19,23363,2077,132,149,168,528,28,1990,22295,36.57
Client_564,Education,YouTube Shorts,Reel,Behind the Scenes,Tuesday,8,15358,819,60,84,89,316,42,1860,16303,20.27
Client_565,Fashion,Facebook,Reel,Customer Story,Monday,13,15743,1149,69,72,53,374,11,842,5568,17.03
Client_566,Fitness,Instagram,Carousel,Tips & Tricks,Friday,20,13710,1345,75,126,154,186,12,2462,10692,24.0
Client_567,Education,YouTube Shorts,Reel,Customer Story,Sunday,13,26215,2840,125,450,402,147,6,4846,5252,56.33
Client_568,Technology,Facebook,Static,Promotion,Friday,14,2440,283,19,14,22,14,1,3166,4583,3.03
Client_569,Food,YouTube Shorts,Carousel,Promotion,Saturday,17,20021,2292,175,256,257,450,18,3652,14873,45.72
Client_570,Food,YouTube Shorts,Reel,Tips & Tricks,Friday,20,12736,952,24,150,142,378,32,4155,15725,21.56
Client_571,Beauty,YouTube Shorts,Reel,Behind the Scenes,Tuesday,10,25312,3022,65,516,229,369,23,2610,25314,53.78
Client_572,Beauty,Instagram,Static,Behind the Scenes,Friday,18,16896,1012,33,126,143,111,7,3626,11036,17.91
Client_573,Education,Instagram,Reel,Customer Story,Monday,12,9841,596,33,44,85,190,8,3067,9838,10.26
Client_574,Beauty,Instagram,Carousel,Product Education,Friday,16,11221,1326,51,129,152,279,25,2319,12213,24.46
Client_575,Fashion,YouTube Shorts,Carousel,Customer Story,Tuesday,21,13173,987,46,126,55,284,35,781,32827,20.08
Client_576,Technology,YouTube Shorts,Static,Product Education,Wednesday,21,21343,2232,110,315,181,630,44,2225,51035,45.15
Client_577,Beauty,YouTube Shorts,Reel,Behind the Scenes,Sunday,15,34502,3868,114,204,321,536,46,3353,50356,58.29
Client_578,Education,Instagram,Static,Customer Story,Wednesday,19,9113,596,16,88,61,228,30,2990,22880,13.44
Client_579,Fitness,Instagram,Carousel,Promotion,Wednesday,22,9745,997,31,134,79,257,10,1709,9848,16.46
Client_580,Beauty,Instagram,Reel,Product Education,Wednesday,15,13607,1608,94,204,235,281,22,778,10135,33.87
Client_581,Education,Facebook,Carousel,Tips & Tricks,Tuesday,18,15711,1872,112,115,170,399,30,4146,18875,33.0
Client_582,Fashion,Instagram,Reel,Product Education,Thursday,18,27128,2246,177,252,261,199,20,3645,18452,45.78
Client_583,Technology,YouTube Shorts,Reel,Product Education,Wednesday,9,24101,2486,52,304,246,609,53,4750,63461,46.57
Client_584,Fitness,YouTube Shorts,Static,Product Education,Sunday,20,7875,364,20,26,36,196,8,1555,8393,5.62
Client_585,Beauty,Instagram,Reel,Tips & Tricks,Wednesday,21,7683,580,24,70,50,219,6,2962,6037,9.16
Client_586,Technology,YouTube Shorts,Static,Promotion,Tuesday,17,13003,1001,79,95,99,133,5,866,2760,17.82
Client_587,Food,Instagram,Carousel,Behind the Scenes,Tuesday,17,23090,1438,39,188,69,262,19,1837,16257,23.23
Client_588,Fashion,Facebook,Static,Promotion,Saturday,10,5070,439,15,58,48,115,11,4689,10902,7.84
Client_589,Education,Instagram,Carousel,Promotion,Thursday,8,24779,1345,69,186,113,327,13,3232,15836,24.68
Client_590,Food,Instagram,Carousel,Product Education,Monday,14,12281,1233,33,146,168,242,30,1282,26588,24.55
Client_591,Beauty,YouTube Shorts,Carousel,Tips & Tricks,Wednesday,17,7571,343,26,34,26,178,26,4855,26035,8.54
Client_592,Education,Facebook,Static,Behind the Scenes,Wednesday,8,11748,1047,29,129,72,328,34,3532,35156,19.99
Client_593,Beauty,YouTube Shorts,Carousel,Promotion,Tuesday,15,21357,1606,58,169,230,577,73,3000,66412,38.1
Client_594,Technology,Facebook,Carousel,Product Education,Saturday,9,14959,1720,51,98,209,282,25,587,21267,28.05
Client_595,Beauty,Instagram,Carousel,Promotion,Friday,18,22445,1492,85,251,182,512,58,3326,33326,38.01
Client_596,Beauty,YouTube Shorts,Reel,Tips & Tricks,Thursday,10,16718,764,32,51,60,104,9,1896,6615,11.1
Client_597,Technology,YouTube Shorts,Reel,Tips & Tricks,Sunday,20,19753,1451,52,72,158,293,41,4723,45185,26.06
Client_598,Education,YouTube Shorts,Carousel,Product Education,Wednesday,8,15776,975,19,161,58,218,9,4530,4762,15.75
Client_599,Fitness,YouTube Shorts,Reel,Promotion,Monday,22,13873,1376,48,152,111,195,26,4894,30313,24.38
Client_600,Fashion,Facebook,Static,Promotion,Tuesday,10,12192,372,27,52,19,147,6,3949,8779,6.19
Client_601,Fashion,Instagram,Static,Behind the Scenes,Thursday,18,10967,811,40,112,43,260,32,3775,27601,17.09
Client_602,Food,Instagram,Reel,Product Education,Tuesday,10,20345,2015,68,278,156,598,70,4058,54241,42.92
Client_603,Technology,Facebook,Reel,Promotion,Tuesday,17,18685,874,32,56,60,420,46,4015,24720,17.75
Client_604,Beauty,Instagram,Static,Tips & Tricks,Friday,10,8945,774,22,50,65,105,5,1697,3574,10.09
Client_605,Fitness,Instagram,Reel,Product Education,Thursday,14,27752,2414,81,226,223,492,52,2992,21029,44.13
Client_606,Technology,Facebook,Carousel,Promotion,Tuesday,13,5977,179,10,16,12,71,7,4029,5139,2.39
Client_607,Education,Facebook,Carousel,Customer Story,Monday,9,14189,1409,39,136,181,334,33,3544,18529,26.72
Client_608,Food,YouTube Shorts,Carousel,Product Education,Monday,10,7344,608,45,82,37,166,23,1113,21416,13.24
Client_609,Technology,YouTube Shorts,Carousel,Behind the Scenes,Friday,19,10188,481,25,39,65,268,37,3345,46140,12.56
Client_610,Education,YouTube Shorts,Static,Product Education,Thursday,9,18529,2108,105,111,223,415,18,872,15420,34.0
Client_611,Beauty,Instagram,Static,Promotion,Thursday,18,17957,2108,63,311,173,439,34,2724,17181,39.51
Client_612,Fashion,Instagram,Static,Behind the Scenes,Friday,19,4232,300,18,35,22,44,5,1475,3959,4.45
Client_613,Fashion,YouTube Shorts,Reel,Customer Story,Monday,18,18876,2141,77,327,236,211,27,4879,9947,42.01
Client_614,Beauty,Facebook,Static,Tips & Tricks,Wednesday,13,11646,626,17,104,45,345,36,585,42260,14.72
Client_615,Food,YouTube Shorts,Carousel,Behind the Scenes,Wednesday,8,25112,993,64,98,111,671,71,2188,80728,27.41
Client_616,Food,Facebook,Carousel,Behind the Scenes,Friday,18,5550,282,17,27,39,40,2,2015,3612,4.03
Client_617,Food,YouTube Shorts,Carousel,Behind the Scenes,Saturday,12,11338,1243,85,173,75,97,7,4227,11557,22.33
Client_618,Fashion,YouTube Shorts,Static,Behind the Scenes,Saturday,20,7413,474,10,74,58,156,5,2534,5874,7.76
Client_619,Technology,Instagram,Static,Tips & Tricks,Monday,20,4245,334,23,53,16,36,4,4139,5676,5.31
Client_620,Technology,Facebook,Carousel,Behind the Scenes,Tuesday,8,14338,1239,33,194,63,178,16,3902,6329,20.95
Client_621,Food,Instagram,Reel,Promotion,Thursday,10,20721,1042,75,104,143,529,23,1889,10165,22.29
Client_622,Fashion,Facebook,Carousel,Product Education,Friday,13,8906,985,55,72,96,178,19,1730,24586,17.5
Client_623,Fitness,Facebook,Carousel,Product Education,Wednesday,22,13841,1577,108,224,76,69,9,1717,10614,28.35
Client_624,Technology,Instagram,Carousel,Promotion,Saturday,20,20677,830,37,119,46,270,12,3654,9947,14.34
Client_625,Education,Facebook,Carousel,Promotion,Friday,20,5264,594,25,72,58,91,8,2385,5828,9.94
Client_626,Fitness,YouTube Shorts,Carousel,Tips & Tricks,Friday,20,8859,453,9,81,18,167,24,1402,10325,9.47
Client_627,Technology,Instagram,Carousel,Promotion,Tuesday,21,23071,1195,83,68,65,670,76,3592,76215,28.35
Client_628,Beauty,Facebook,Carousel,Product Education,Saturday,9,4208,443,31,23,35,29,1,3911,1897,5.66
Client_629,Education,YouTube Shorts,Reel,Tips & Tricks,Saturday,12,37095,2239,149,314,160,330,44,763,39613,46.85
Client_630,Fitness,Instagram,Reel,Promotion,Sunday,14,24857,2601,195,299,306,387,18,1253,17204,52.25
Client_631,Food,YouTube Shorts,Reel,Promotion,Friday,8,15023,1562,122,200,75,335,29,3818,34929,31.24
Client_632,Food,Instagram,Carousel,Promotion,Tuesday,12,8552,535,35,50,35,77,3,2235,2672,7.85
Client_633,Technology,Instagram,Static,Behind the Scenes,Saturday,22,4848,182,9,10,27,82,2,1263,1201,1.84
Client_634,Technology,Facebook,Carousel,Tips & Tricks,Tuesday,13,14889,1751,108,109,148,350,14,1730,8646,28.53
Client_635,Education,Facebook,Static,Product Education,Wednesday,10,11344,420,24,73,27,117,13,1653,14800,8.43
Client_636,Fitness,YouTube Shorts,Static,Tips & Tricks,Saturday,16,8239,498,20,80,43,224,27,3675,15048,11.65
Client_637,Fitness,YouTube Shorts,Reel,Behind the Scenes,Friday,18,8111,347,25,42,50,199,8,1270,8289,6.78
Client_638,Food,Facebook,Reel,Product Education,Wednesday,17,10986,399,24,43,59,323,39,4121,36835,12.15
Client_639,Fashion,YouTube Shorts,Carousel,Product Education,Wednesday,21,19403,2078,155,138,166,506,72,3561,27504,44.21
Client_640,Fitness,Facebook,Carousel,Product Education,Friday,18,15141,1407,75,98,72,217,21,1097,13218,22.35
Client_641,Education,YouTube Shorts,Reel,Customer Story,Thursday,15,26540,1056,32,67,153,396,32,3789,19280,20.21
Client_642,Technology,Facebook,Static,Promotion,Tuesday,19,3898,276,14,47,15,40,3,3615,3900,3.94
Client_643,Education,Facebook,Reel,Product Education,Tuesday,21,19286,1312,46,95,72,228,9,4198,13716,17.97
Client_644,Fitness,Instagram,Static,Customer Story,Tuesday,21,5408,328,21,23,25,83,7,1816,10319,4.81
Client_645,Technology,YouTube Shorts,Static,Promotion,Sunday,8,20452,979,62,122,54,441,56,3092,16016,24.01
Client_646,Education,Instagram,Carousel,Customer Story,Monday,20,18316,1740,137,300,233,382,40,1298,13270,43.51
Client_647,Beauty,Instagram,Carousel,Tips & Tricks,Sunday,10,24691,1514,116,266,156,132,16,632,11458,33.35
Client_648,Fitness,Instagram,Static,Promotion,Saturday,15,14853,916,48,108,113,116,5,4009,4609,16.22
Client_649,Fitness,YouTube Shorts,Reel,Tips & Tricks,Thursday,14,34516,3174,146,275,343,970,128,1217,138450,70.7
Client_650,Fashion,YouTube Shorts,Reel,Tips & Tricks,Thursday,9,33051,3749,97,403,389,192,12,3945,7417,60.33
Client_651,Education,YouTube Shorts,Carousel,Product Education,Tuesday,21,17488,2047,153,212,266,395,46,562,30952,45.57
Client_652,Fitness,Facebook,Carousel,Customer Story,Wednesday,21,14031,426,31,23,18,347,45,4751,53919,11.73
Client_653,Technology,Facebook,Reel,Tips & Tricks,Thursday,11,11765,1005,43,56,143,185,26,3698,27293,18.87
Client_654,Education,Facebook,Static,Behind the Scenes,Thursday,11,11706,882,51,134,117,242,14,1802,9789,18.56
Client_655,Fashion,Instagram,Reel,Promotion,Monday,18,30550,2615,137,461,269,172,20,4216,20913,53.82
Client_656,Food,Instagram,Static,Behind the Scenes,Wednesday,11,18035,1719,117,170,118,113,4,1677,3757,28.55
Client_657,Beauty,YouTube Shorts,Reel,Product Education,Thursday,22,11885,508,18,37,24,310,43,2203,28774,11.95
Client_658,Education,Instagram,Carousel,Product Education,Thursday,18,7500,508,37,67,45,67,4,1963,8347,8.83
Client_659,Beauty,YouTube Shorts,Reel,Product Education,Wednesday,13,32075,2539,74,371,360,315,10,688,11992,47.56
Client_660,Food,Instagram,Carousel,Product Education,Tuesday,8,15732,590,36,39,41,157,6,2911,8429,8.57
Client_661,Education,YouTube Shorts,Carousel,Behind the Scenes,Wednesday,10,29507,1631,71,205,202,377,47,4496,36225,35.52
Client_662,Education,YouTube Shorts,Static,Customer Story,Sunday,13,14840,1018,55,100,111,98,4,776,5165,16.9
Client_663,Fitness,Facebook,Carousel,Tips & Tricks,Sunday,22,8771,286,8,26,36,122,4,3544,3708,3.71
Client_664,Technology,Instagram,Reel,Customer Story,Saturday,8,19720,1598,62,128,75,238,13,2281,9210,22.94
Client_665,Technology,YouTube Shorts,Static,Product Education,Friday,22,16208,949,37,71,121,283,42,3950,16640,20.39
Client_666,Education,Instagram,Static,Customer Story,Friday,14,10197,567,33,91,84,283,18,3799,9536,13.21
Client_667,Fitness,Instagram,Carousel,Product Education,Monday,15,8116,771,28,114,64,153,10,885,8964,13.42
Client_668,Beauty,Facebook,Carousel,Product Education,Sunday,13,3479,119,2,7,8,77,6,1894,3605,0.87
Client_669,Beauty,Facebook,Static,Product Education,Saturday,21,5803,231,17,13,17,117,14,2711,14905,4.32
Client_670,Food,YouTube Shorts,Carousel,Product Education,Tuesday,13,25140,2762,215,286,246,202,18,4415,20700,52.36
Client_671,Technology,Facebook,Static,Promotion,Tuesday,9,12442,1169,48,185,77,263,34,1139,15135,24.18
Client_672,Fashion,Instagram,Reel,Behind the Scenes,Thursday,21,22021,867,28,109,85,582,70,3054,71969,23.77
Client_673,Beauty,Instagram,Static,Product Education,Tuesday,11,13532,1462,74,221,88,161,8,3016,13848,25.57
Client_674,Beauty,Instagram,Reel,Promotion,Monday,19,10763,1188,37,63,134,175,10,1188,9654,17.41
Client_675,Food,Instagram,Carousel,Tips & Tricks,Thursday,16,15935,868,22,116,104,248,16,3798,11746,16.0
Client_676,Technology,YouTube Shorts,Static,Promotion,Friday,14,6107,538,41,42,24,35,2,1039,2415,7.46
Client_677,Technology,Instagram,Static,Promotion,Thursday,14,6655,360,11,54,28,81,8,525,4284,5.8
Client_678,Fitness,YouTube Shorts,Static,Promotion,Saturday,12,13060,1192,35,111,107,379,41,4005,24442,22.94
Client_679,Food,Facebook,Reel,Behind the Scenes,Saturday,20,15915,1866,102,211,125,123,15,2881,18445,32.1
Client_680,Fitness,YouTube Shorts,Reel,Behind the Scenes,Sunday,9,21248,1502,96,268,102,364,26,611,31410,32.02
Client_681,Technology,YouTube Shorts,Carousel,Tips & Tricks,Sunday,18,9694,526,26,70,29,147,8,1660,8998,8.54
Client_682,Fashion,Instagram,Static,Promotion,Wednesday,11,6340,554,43,90,63,174,14,4816,8179,12.42
Client_683,Beauty,Facebook,Carousel,Promotion,Friday,14,8067,271,13,25,29,127,10,3342,6352,4.56
Client_684,Fashion,Facebook,Static,Behind the Scenes,Thursday,18,9256,797,47,71,57,231,7,835,5622,12.55
Client_685,Fitness,Instagram,Reel,Promotion,Wednesday,8,23875,2508,57,170,342,588,53,1770,20131,45.2
Client_686,Food,YouTube Shorts,Reel,Promotion,Friday,22,16463,541,41,44,62,241,18,1303,23092,11.15
Client_687,Technology,YouTube Shorts,Carousel,Behind the Scenes,Friday,14,24945,1060,70,87,90,249,16,2935,17057,18.84
Client_688,Fitness,Instagram,Carousel,Promotion,Monday,10,22254,1295,98,184,118,349,28,3860,20442,28.4
Client_689,Fitness,Instagram,Carousel,Product Education,Sunday,10,14908,1225,51,160,170,401,14,3716,8592,23.67
Client_690,Beauty,Instagram,Carousel,Tips & Tricks,Thursday,21,6780,368,29,23,38,173,16,3214,18658,7.36
Client_691,Fashion,YouTube Shorts,Static,Tips & Tricks,Saturday,19,10175,778,41,136,42,278,29,1767,18728,17.26
Client_692,Beauty,Instagram,Carousel,Tips & Tricks,Saturday,11,8758,383,27,45,25,66,2,4643,4608,5.6
Client_693,Fashion,Instagram,Carousel,Promotion,Thursday,10,12698,678,38,72,76,102,4,677,2916,11.28
Client_694,Beauty,YouTube Shorts,Reel,Behind the Scenes,Friday,19,27002,1977,73,124,207,382,24,3660,24015,32.0
Client_695,Education,Facebook,Carousel,Behind the Scenes,Monday,12,4968,323,17,17,36,106,8,3405,6969,4.81
Client_696,Beauty,Facebook,Carousel,Product Education,Tuesday,13,17022,833,61,98,80,159,7,3279,6187,15.32
Client_697,Technology,YouTube Shorts,Carousel,Promotion,Monday,22,21458,1813,55,257,173,460,28,3154,28613,33.99
Client_698,Technology,YouTube Shorts,Static,Promotion,Monday,8,8972,456,27,52,52,117,6,2438,3567,7.83
Client_699,Beauty,Facebook,Carousel,Product Education,Monday,17,4875,517,12,77,55,126,17,3130,9802,10.05
Client_700,Education,Instagram,Static,Tips & Tricks,Friday,11,9130,633,23,48,36,231,29,2075,14570,11.8
Client_701,Fashion,YouTube Shorts,Static,Product Education,Tuesday,8,4936,307,13,37,14,47,5,4826,5347,4.03
Client_702,Food,YouTube Shorts,Carousel,Tips & Tricks,Wednesday,13,10517,1074,49,141,146,202,9,4737,5821,20.25
Client_703,Fashion,Facebook,Reel,Product Education,Friday,16,4211,437,16,68,36,58,7,1793,4420,7.26
Client_704,Fitness,YouTube Shorts,Reel,Tips & Tricks,Friday,16,32838,1152,71,74,105,917,56,745,18617,25.7
Client_705,Education,Facebook,Reel,Customer Story,Sunday,8,7932,821,32,121,115,52,4,789,2995,14.92
Client_706,Education,YouTube Shorts,Static,Tips & Tricks,Monday,22,8193,445,10,24,42,174,14,2985,16565,6.66
Client_707,Fashion,Instagram,Reel,Behind the Scenes,Friday,17,21788,2100,111,119,260,487,39,3996,32796,38.91
Client_708,Fashion,Facebook,Reel,Tips & Tricks,Wednesday,13,10776,1213,41,75,49,165,19,4892,16164,17.05
Client_709,Fashion,YouTube Shorts,Reel,Product Education,Monday,8,14896,825,32,105,113,446,20,3758,15802,16.77
